,n,Labels,comment_text
4086,14.0,0,kan någon ge mig svar  vad är det för  årig kvinna ni pratar om
4087,27.0,0,men jag skrev ju för fan varför den luktar krut  avgasrening ger den effekten när den belastas    och dessutom  som en annan skrev  airbagen luktar också krut
4088,5.0,0,presskonferensen som pågår just nu
4089,,1,de nämnde på aftonhoran att radio centralen är avstängd nån som frågar om det är sant
4090,58.0,0,om jag ska tippa lite så tror jag nog att föraren iaf ville fram några meter till i åhlenshuset  gissar på att han åtminstone ville köra ner bilen för rulltrapporna ner till t centralen och där detonera den eventuella bomb han hade    betong lejonen försvårade nog styrningen samt att han kanske desorienterade sig lite när åhlens närmade sig
4095,28.0,0,m   har han lyckats hamna på drottninggatan och kört den sträckan i en högre hastighet är det konstigt att det bara är  skadade    smockat med folk där efter
4096,19.0,0,hur blir det om jag tänkt pubba på söder ikväll  är pubarna öppna  när lär tunnelbanan dra igång igen
4098,,1,muslim är så man ser ut att vara det med en tro fan vad dum du e förövrigt så säger något mig att detta är en ensam dröm och inget hopp
4099,3.0,0,inte han då
4100,31.0,0,läste det också och han är väl en rätt så bra advokat så gratulerar till den misstänkte     sen om det kommer att göra så mycket i detta fallet får man se
4103,,1,hörnet han krashar in i är mestadels glas uppenbarligen har han använt bälte han ving ganska in i lastbilen vid korsningen vilket sänker farten en handfull bilder på lastbilen från den här artikeln vagnen ser inte så demolerad ut den där krashen klarar man med bälte på men säkert även men kudde i lastbilen inte alls förvånande sen är denne idiot och har adrenalinpåslag inga större konstigheter barnen är med största sannolikhet också hjärntvättade in i riktig islam samma jävla horungar som terroriserar andra barn i skolor och dagis
4104,26.0,0,hörde precis talas om detta    fy men det var väl bara en tidsfråga innan något händer    ska bli intressant med motiv  vem som gjorde detta osv
4105,6.0,0,polisen  de håller presskonferens just nu
4106,40.0,0,hur illa det än är känns det bra att man vaknat upp nu och ser att inga fler är döda    läste att det verkar vara en uzbekistan kackerlacka som utfört det  inget  ännu men med största sannolikhet är det åringen
4107,,1,personerna ser inte att vara riktigt mos
4108,21.0,1,är gm pedofildyrkare  frågar på allvar om det kommit fram något sånt  mannen på bilden ser lite allmänt sjuk ut sådär
4109,,1,dom har uttryckligen sagt att ingen är gripen vad fan håller du det till medan dom har nån mgm gripen eller seriöst
4110,,1,oerhört tragiskt tankarna går till muslimer drabbades flyktingar tyvärr är det här priset vi måste betala för mångkultur och öppna gränser
4111,,1,att bara antyda att detta inte är ett terroristattentat gör mig arg självklart kommer etablissemanget lobba hårt för någon människa alt en nerv på skallen för att rädda mångkulturen men mig lurar de inte inte planerat att inte jag skulle bli förvånad om det inte cirkulerar en hel del möjliga idéer för terroristattentat bland människor här dök en möjlighet är och dom sa det bara för att attentatet inte blir välplanerat innebär inte att mord ens är planerat
4112,68.0,0,står att mgm lämnade blodspår ända till arlanda tycker att det på polisens bild  den översta bilden  ser ut som att mgm har någon skada på sitt högra ben  dvs till v i bild  i knähöjd  ser ut att vara nåt rött och ev en reva i byxan     likaså verkar han blöda från sin vänstra hand alt bröstkorg  se ut som fläck  blod på hans högra bröst     i
4114,,1,kan sjukvården få liv på den överkörda och tillplattade hunden också tror du hoppas 🙂
4115,4.0,0,tipsa polisen om kopplingen
4116,,1,du blir inte anmäld till säpo misstänkt för att vara terrorist bara för att du har parkerat fel nu undrar man ju va många av andra terrorister säpo har på sin radar det är tillräckligt för utvisa varenda en
4117,186.0,0,jag får känslan av att detta dåd på något sätt var tänkt att fullfölja det dåd som taimur abdulwahab utförde  han misslyckades ju och det väckte nästan lite löje att han bara lyckades spränga sig själv    många tror dock att han hade för avsikt att gå till åhlens och spränga sig där  dagens terrorist körde också till åhlens och stannade där  det kan antingen bero på att han tänkte köra in i åhlens  eller så var det för att det ligger en tunnelbanestation där som han tänkte använda som flyktväg    jag tror på något sätt att hans övertagande av lastbilen var planerat  han måste ha vetat att den här bilen brukade stanna där  eller så är den riktiga chauffören i maskopi med terroristen  men i vilket fall som helst måste det varit planerat att köra denna långa sträcka på drottninggatan för att stanna vid åhlens  att inte fler dog är ett mirakel  han höll hög fart och sägs ha siktat på folk  men tydligen har ändå folk sett honom i god tid och lyckats fly in i butikerna  detta finns det ju en video som visar
4118,,1,förklarar en hel sida varför det gick så pass smidigt Vilket det gjorde för någon i lastbilen folk lyfte blicken i tid och fick några extra sekunder på sig att ta skydd
4119,21.0,0,saxat från göteborgs postens liveapp från presskonferensen              så då måste man fråga sig hur pass effektiva säpo är på att granska
4120,13.0,0,fick typ virus när jag klicka från mobilen  just sayin  otäck bild dock
4121,22.0,0,tror du han tänkte köra ned där  då skulle han ju först behöva köra emot mötande trafik och sen skulle lastbilen falla
4122,16.0,0,det är sant men fint att det finns kärlek kvar och inte bara hat i världen
4123,,1,ni har gms ansikte men fokuserar då först och mest på att sälja de till media i stället för att visa de för polisen och sprida de i sociala medier så snabbt som möjligt De jävla fattiga är ni behöver ni swish för att våga jobba så hjälper gärna till i såna fall
4124,38.0,0,denna flickan kan ju inte ha något samband med terror attacken  hon kan väl inte blivit så  mosad  att hon försvunnit  dom borde ju gått ut vid det här laget om en liten flicka var ett av offrena
4125,15.0,0,enligt trafikförordningen har man ett ansvar att ingen obehörig kan köra i väg med fordonet
4128,,1,det får inte komma ut något negativt om arabjävlarna även om de mördade ingen svensk årig flicka
4130,48.0,0,då kommer inte ambulans och brandkår fram till bränder olyckor    bra tanke men det faller på att det är nog oftare att blåljusen behöver tillgång till gågator än skäggiga    men visst  man kan gräva ner sådana pelare som kan gå upp och ner som finns i andra städer
4131,39.0,1,herregud   dan eliasson är verkligen helt efterbliven    gärningsmannen är alltså en arab i en hoodie   viken överraskning  och han är på fri fot     jag vill bara kräkas på dan eliasson och våra politiker som bär skulden för det inträffade
4132,49.0,1,fan vad äckligt att se det där fingret upp i luften och ett flin bara en kromosonretarded skulle kunna imitera hatar det där fingret och det tänker jag tala om för mina muslimska vänner  ser jag en av dem kör den skiten då vet jag inte vad jag gör
4133,,1,givetvis inte om du vet något om ifis och om e ut tahrir al qaida men vet du att alla bland främst bögmuslimer och araber diskomuslimer samt vad de och is normalt sett kallar ifis sum ibn rushd och liknande glöm inte att de här islamisterna gillar demokrati idrott musik och tv framför allt sånt de brukar stå utanför mosken på södermalm ibland men det är inget stockholmsmosken gillar
4134,,1,men är din trög eller spelar du för förstår han inte hur jag menar så fråga på annat snällt sätt antalet döda går inte ihop menade jag men det kanske du inte förstog
4135,21.0,0,folk hörde skottlossning vid åhléns  kan ju varit polisen som besköt föraren som då blev skadad och kraschade in i åhléns
4136,,1,hur fan är inte denna tomte inlåst sedan länge han väd publikt ut våra sympatier för is men ändå får han gå fri på sveriges gator hoppas familjen kvickt blir hemskickade Dom är sannolikt sympatisörer även de precis som vid rättegången efter självmordsbombaren
4137,15.0,0,dom glömde tex att skicka ut ett vma  viktigt meddelande till allmänheten  enligt expressens rapportering
4138,32.0,0,håller inte med att det skulle vara någon slags spontanhandling  verkar verkligen planerat  ser ut att ha rekat spendrupsleveransen på fredagseftermiddagen för att kunna agera med kort ledtid från kapning till attentat
4139,,1,du vet att det finns andra människor som gjorde precis likadana paniksamtal som du gjorde men som möttes av det värsta chock oväder vi kan påminna sej va så visa lite respekt för offren liksom för de anhöriga som aldrig kommer få träffa sina nära och kära igen för i helvete
4140,33.0,0,du har tydligen inte koll på hur människor generelt reagerar vid terrordåd  det är kaos och väldigt få har koll på vart en gärningsman tar vägen då man är rädd för sitt liv
4141,,1,De har ju precis samma halvdåliga bilder från afp som aftonbladet och med mig att expressens bilder är totalt värdelösa
4142,67.0,0,det har talats om att detta är en historisk händelse för sverige bla bla bla  vad är skillnaden  personen bakom handlingen  när vi inte ens nu vet garanterat vem som gjort detta dåd    mejade en psykisk sjuk människa ner massvis med folk i gamla stan med sin bil  en dog  flertalet skadade       idag   en flera har mejat ner mängder med folk i sthlm  många döda  flertalet skadade
4143,,1,ser ut som hela gatan vara full med svartskallar otäckt med rykten alt skottlossningen kan vara något riktigt stort dåd här
4144,,1,föredöme så vad tycker du om nästa grej då att chippa folk och hålla koll bland dom via internet vi har teknik som gör detta fullt möjligt idag du har väl rent mjöl i påsen så det är väl inget att opponera sej emot det är såna ur din inställning som banar stället för total kontroll
4145,,1,måtte sveriges rättsväsende lösa det här fort så att inte övriga länder kan skratta och peka finger på oss innan och men med ygeman eliasson och svetsaridioten som främsta språkrör så far nog detta arbete åt helvete precis som hela mänskligheten hur Men kan man be mannen på bilden att själv ringa in till polisen vilken jävla parodi
4146,54.0,1,ja att han får livsstid är  bara bevisen räcker men vad innebär det i praktiken    om han kan lura i resningsnämnden att han inte är islamist längre så kan han teoretiskt vara ute igen om ca  år    jag skulle föredra om nyckeln slängdes bort i såna här fall men tvivlar på att så blir
4148,8.0,0,vad har hänt med föraren  vid liv  död
4149,26.0,0,de har ju gått ut med att vissa funktioner förmodligen kommunikativa funktioner  var utslagna under en tid på grund av överbelastning  jag tror du överanalyser detta
4150,34.0,1,hur tanker du nu  det ar val anda inte lastbilschauffeurens fel att en idiot till terrorist carjackar hans bil for att utfora ett terrordad  foraren har sjalvklart inget som helst ansvar for det intraffade
4151,,1,som vanligt råkar våra attentatsmän vara amatörer läget känns väl liiite överdramatiserat Det tror inte det finns något enskilt motiv snubben är lika enkelt störd
4152,,1,tja Jag får tyvärr beklaga dom döda men är någon egentligen förvånad sverige har ju alltid satsat på att importera problem nu för w mona sahlin göran persson maud olofsson alf svensson birger schlaug jonas sjöstedt gudrun schyman å alla ni andra tack så mycket
4153,14.0,0,står stockholms kulturfestival på banderollen och ganska tunn klädsel så skulle gissa runt sommaren
4154,40.0,0,nu sympatiserade han visst med is  så ideologi kan ligga bakom  sedan var trollhättan hemskt  men svårjämförbart ändå  lastbil som jagar och mejar ned folk i centrala stockholm så kroppsdelar flyger  den händelsen var extraordinärt brutal och bevittnades av många
4155,12.0,0,men har väl använt samma jacka byxor och skor i flera år
4157,,1,vilket vidrigt äckel jag lade själv in en minut av filmen när det inte fanns något annat på youtube för det reportaget är ju nåt som så många som möjligt bör få se om det jag citerar finns där i tråden så hoppas jag att mitt inlägg inte för off topic
4158,3.0,0,is sympatierna  kanske
4159,,1,inte hela dagen men modsen rensar naturligtvis bort onödig spänning såsom denna fråga och svar
4160,90.0,0,det är såklart fint att folk öppnar sina hem för folk som inte kan ta sig hem  men var är vreden  ilskan  slå tillbaka     det här är en attack mot oss som folk och vårt levnadssätt  det möter man inte med  öppenhet  och  tolerans   det är dags att slå tillbaka  annars förlorar vi allt   för alltid    de enda som har rätt att känna sorg är de vars anhöriga är skadade eller ännu värre avlidna  alla andra bör känna vrede  för det här kan knappast komma som en överraskning för någon
4161,,1,Om du ens vart i märsta valsta och tingvalla sträckan är inte små områden det är iallafall av kallaste tänkbara storlek sluta snacka skit
4162,93.0,0,nej finns ju ingen vinning i det och om man nu ska kunna dölja det ska det väl då handla om  papperslösa som nu ingen direkt saknar direkt utan man kan sedan säga om anhörig från hemlandet frågor så småningom att den personen dog i en trafikolycka  i terrorhänseende gör väl då ett offer den enda verkliga skillnaden  om nu taimour abdulwahab hade lyckats få ordning på sina bomber och sprängt inte bara sig själv till döds utan säg bara en till hade nu detta dåd varit mer känt inte minst då utomlands
4163,7.0,0,karta  vet ej vart källan kommer ifrån
4165,120.0,0,det är så enkelt att sverige självklart ställt frågor till ryssland om mgm då denne talar ryska och ryssland har koll på radikala element i de postsovjetiska staterna  ryssarna i sin tur är sura för att sverige håller diverse utflyttade rysktalande dissidenter bakom ryggen  det finns folk som flytt till sverige från den ryska sfären som har diverse lösa anklagelser stämplade på sig från ryskt håll som svenska myndigheter av förklarliga skäl inte vill samarbeta med ryssland om  och samarbetet är generellt sett obefintligt efter invasionen av krim     det finns dessutom ett antal terrorstämplade individer som ryssarna  uzbekerna mfl är intresserade av som sverige inte utlämnat av olika anledningar  tex nazarov som man försökte lönnmörda för ett par år sedan
4166,,1,första offret satt blodig vid guldsmedbutiken mellan barnhusgatan drottninggatan adolf fredriks kyrkogata måste ha varit det första offret ölbilen skulle ju vart stulen utanför caliente på adolf fredriks kyrkogata en riktig sktirestaurang för övrigt kanske var det lastbilschaffisen som sägs försökt stoppa ölbilskaparen som satt där det var redan vid tretiden blod på gatan hoppas han klarade sig och vi vart alla tillbakamotade till stockholm city conference centre galmla ärevördiga norra latin nu ett konferenscenter och fan vad mycket unga blonda poliser i hjälm med skyddsväst det sprang runt nåt hemsk feministisk manifestation vid fem sex eller nåt sånt kunde vi i tropp gå iväg mot norra bantorget jag tog vägen över kungsholmen via barnhusbron och förbi stadshuset och gångvägarna parallellt med tågspåren till övernattningslägenheten på söder det var en fin kväll aldrig sett de många promenerande i stockholm utsikten mot västerbron var bedövande och tänk att när såna här hemska saker händer så kan kvällen ändå vara superfin och jag tänker att jag kanske inte borde skriva så vasst på flashback har aldrig varit så rolig förut det hemska och riktiga har bara läst och sett på tv att se på riktigt bara en sekund var inte upplyftande och inget blir ju bättre av att skriva hätskt inte ens i det fina vackra fantastiska mångkulturella sverige där dit allt och alla släpps in och det blir nog sista gången jag jobbar i stockholm kanske också sista gången jag skriver vad jag tycker om det mångkulturella sverige den mångkulturella verkligheten jag sett i dag verkligheten som jag sett i dag har kanske med fog täppt till truten på mig hårda ord rår inte bot på det skräp jag sett i dag ställer inget tillrätta södra tyskland känns betydligt tryggare trots att det är varken öppet eller en humanitär stormakt eller hbtq certifierat glad att jag klarade mig undan ölbilen och hoppas alla skadade klarar sig bara helskinnade det bara är möjligt ruggigt nära så nära vill nog ingen av oss nätkommenterare komma verkligheten hoppas också att man skjuter gärningsmannen eller kvinnan vi är väl jämställda först får man gärna tortera honom henne bara lite lite humanitärt stormatksmässigt humant bara rispa upp först innan man skjuter nån av honomhenne kanske inte hans hennes släkt också
4167,,1,fan vad äckligt att se den där fingret upp i luften och tänka flin bara en typ skulle kunna imitera hatar det där fingret och det tänker jag tala om för alla närmsta vänner så jag en av dem kör den skiten då vet jag inte vad jag gör
4168,45.0,0,expressen kör nån länk högst upp på startsidan om att gm bodde tillsammans  eller skriven   på samma adress som någon  åring  vem är  åringen de menar    finns ingen länk att klicka på så tänkte om någon kunde kasta ljus på detta så jag förstår    mvh
4169,20.0,0,är det korrekt att mgm sökt asyl men blivit nekad  eller gällde det den förste som nämndes i tråden  rustam
4170,4.0,0,var exakt på kungsholmen
4171,,1,det är i sådana här situationer man inser hur jävla mycket stört folk det finns här i sverige på flashback så jävla många konspirationsteoretiker folk de förnekar dödsfall och andra de säger alt mördaren gjorde ett bra jobb kom er ur mitt land ifrån helvete
4172,30.0,0,nån snubbe i hjulsta har gripits med hjälp av nationella insatsstyrkan för typ en timme sen  med tanke på insatsstyrkans inblandning så borde detta gripande ha med terrorattacken att göra
4173,7.0,1,här har ni svinet  bilder och video
4174,66.0,0,utifrån vittnesmål  väg in vittnen i chock      polis har skjutit mot lastbilen vid åhléns  vilket fått föraren att krascha i byggnaden istället för att fortsätta rutten på drottninggatan  tre personer har slängt sig ur bilen  oklart innan efter kraschen   de har varit beväpnade med kniv och flytt platsen  en av dessa gripna i märsta  osäkert om det är föraren  en eller flera fortfarande på fri fot
4175,64.0,0,låter väldigt konstigt med ett dåd vid den här tiden på dagen  hade man velat döda folk borde man ju väntat tills imorgon eftermiddag  då lär det vara mycket mer folk på drottninggatan än nu  eller i några fler veckor tills en lönelördag och solsken  då hade man fått mycket större effekt    tidpunkten får mig att tro att det här är en ensam dåre
4176,,1,hoppas förövrigt dom skjuter igen
4177,14.0,0,på ab tv var det ett vittne som sett fem med filtar övertäckta kroppar
4178,31.0,0,rimligtvis borde man ha farthinder som gör att det går att köra på drottninggatan men tvingar en lastbil till att dra ned på farten och ger skydd till fotgängare bakom farthindren
4179,,1,de av de mest utpekade hotplatserna drottninggatan och åhlens entre saknade särskilt skydd varför ingen glömmer påpeka december min polisbil kan hjälpa till stoppa de sjuka jävlarna tveksamt gång jag promenerar mer på gatan
4180,79.0,0,trafikförordningen  kap       när ett fordon stannats eller parkerats  skall föraren vidta åtgärder för att hindra att fordonet kommer i rörelse av sig självt    föraren av ett motordrivet fordon skall även vidta lämpliga åtgärder för att förhindra att fordonet obehörigen brukas av någon annan    ett fordons dörrar eller andra anordningar får inte öppnas på sådant sätt att fara eller onödig olägenhet uppstår  inte heller får på  eller avstigning eller på  eller avlastning ske så att fara eller onödig olägenhet uppstår
4181,,1,Barn är alla utlämnade till de vuxnas värld många före oss utan någon som helst rätt att påverka denna de vuxnas värld ska en fysiskt efterbliven man värderas högre än psykiskt friska jämnåriga bara för att också han står utlämnad till de vuxnas värld för att inte tala om den stackars jycken den var ännu mer utlämnad i do dödas värld ett människoliv är ett människoliv oavsett ålder
4182,,1,jo det är rätt vagt och frågan är hur många gånger man har fått sådana tips utan att det har hänt något skulle det ske t ex en gång i månaden så är det ju rätt sannolikt att det klaffar tidsmässigt när det väl sker ett dåd de svenskarna regeringarna med stöd av alla pk svenskar har maniskt fyllt sverige till bristningsgränsen med jihadister terrorister väldigt grova kriminella o s v under några årtionden samtidigt som många tiotals miljarder svenska skattekronor har gått till jihad och terrorism runt om ik världen hur profetisk behöver man vara om att påstå att människor sannolikt kommer bli slaktade under blodiga dåd där sverige som en direkt följd av det hur osannolikt är det ens att det eventuellt förr eller senare kommer att börja ske blodiga dåd som en motreaktion till det våld som pk svenskarna har upplevt i USA med hjälp av islamister och kriminella från resten av världen eller att svenska statens inblandning på området kan möjligtvis någon gång få konsekvenser när det gäller relationerna mellan andra stater det krävs knappast övernaturliga krafter eller detaljerad insyn i underrättelsetjänstsinformation för att råka lyckas tippa rätt om sådant missförstå mig inte det är inte som jag avfärdar det relevanta i det påstådda tipset jag menar bara att det i sig inte räcker värst långt för att dra några slutsatser om vad man har upplevt och inte vetat
4183,29.0,0,så du som terrorexpert anser inte att risken för ytterligare attentat är högre nu  finns ju alltid de som triggas utav slika dåd och då gör slag i saken
4184,,1,jobbar du på Kvällsposten där tjatas om högerextrema miljöer mer än ev muslimska terrorister
4185,,1,japp du lever i ett upplyst och sekulariserat klimat där du utgör en korkad kvarvarande rest andlig sagotroende Och religionen har inte hjälpt människorna att forma folk från vildar till utvecklade det har utbildningen samhällsutvecklingen och evolutionen gjort javisst ja du tror inte på någon
4186,15.0,0,och nu sa dom direkt på svt att det är en olycka  alltså inget terrordåd
4187,30.0,0,exakt  såg ett klipp när lastbilen swishar förbi i  km h massa folk på gatan men ändå bara  döda  sjukt konstigt    o dom som dog dog rejält  halva kroppen kapades
4188,59.0,0,ja  och rent allmänt kan man undra hur inställningen till is återvändare har ändrats hos både politiker och folk i allmänhet  bland svenskar så är troligen toleransen mot is sympatier mindre än någonsin nu  frågan är om detta kommer leda till konfrontationer  du säger dig vara villig att gå till handling men är det inte bara ord på nätet
4189,,1,varför talar inte nån polis eller ambassad om vad göm händer försöker dom kollar upp om ryssarna ligger bakom hoppas på något snart mot mussarna nazzar eller nån som är villig
4190,,1,jo jag vet massor spelar inte så stor roll om man ha koll när mannen gör en impulshandling ungefär som att jag vet ja jag är dum i huvudet men jag fattar inte när orden ur din mun kommer de har haft koll på honom han försökte koppla honom till isis men misslyckades de spelar ingen roll de haft tre personer bakom hans rygg innan du gör en själv
4191,26.0,0,det står att hans modersmål är arabiska i den svenska id bild som las upp på honom här  knappast någon uzbekier  eller finns det flera gärningsmän
4192,23.0,0,hur vet vi att irene bonnier finns  ingen i stockholmstrakten med detta namnet och enbart tre i landet enligt ratsit     och  år gamla
4193,23.0,0,enl sr är det vakter utanför butiker omkring men utöver  pågår komerssen som vanligt   edit inte på själva drottninggatan alltså som är avstängd
4194,,1,Man det är ingen skillnad då om jag slår några barn på käften jämfört med en vuxen
4195,147.0,0,mohamed belkaid som sägs vara hjärnan bakom brysselattacken och parisattacken bodde tidigare i märsta  i ett program som gick på svt förra året  uppdrag granskning   åkte de till ett hus i märsta där en annan is krigare bor i  men han befann sig då i syrien och de fick inte tag i honom  någon annan is snubbe hade även hållits gömt i detta hus nämnde dem  flera människor i märsta har även fått lappar i sina brevlådor där det står att de ska bli halshuggna om de inte konverterar    är även känt att moskén i märsta och organisationen mum  märstas unga muslimer  har kopplingar till extremism  slutligen har jag hört folk som nämnt att de vet män som går runt med vapen i sina gymväskor dagligen i märsta  vet inte huruvida det sista stämmer eller ej     med andra ord  ingen överraskning att märsta dyker upp i terrorsammanhang
4196,13.0,0,ölleverans    knappast terror  sannolikt förare som drabbats av hjärtsnurp eller blödning i huvudet
4197,,1,suck hastigheten på en lätt bil sänks betydligt mer efter an de träffat en människa än en tung lastbil detta förklarades av newton och tröghetsprincip enkelt förklarat som just varför tror du att alla terrorister tar de tyngsta tågen de kan hitta antyder du att alla grottmänniskor skulle vara lastbils fetischister
4198,12.0,0,den där bilden är väl tagen innan han ens har utfört dådet
4199,45.0,0,och då är de omnämnda  bara de som säpo har koll på  det finns ett okänt mörkertal  som förre tillförordnade säpo chefen eliasson sa förra året  den tid då vi visste vem och hur många som vistas i det här landet är sen länge förbi
4201,,1,mkt vanligt får vittnen yrar efter sådana här händelser någon fiser ak tid
4202,28.0,0,ger ett jävligt taffligt intryck  ingen info om döda skadade  ingen från landstinget  väldigt ostrukturerat och ett tonläge från dan e som bara indikerat att allt är jobbigt
4203,53.0,0,har den den misstänkte betalt skatt i sverig  eller lever han på bidrag  det sas  att han var skriven på en adress och bodde på en annan  har polisen luskat ut var han bor   den frågan borde väl annars kunna rätas ut via flashback   sen borde väl alternativa media kunna fråga ut grannar
4204,,1,jag visste att gärningsmannen var från märsta skev det på min twitter tidigare medan det märsta har producerat terrorister tidigare
4205,,1,vad sitter man där regeringen på rapport och säger att vi har ett bra läge i helvete heller gm har ju lyckats fly för fan
4206,16.0,0,en fråga  är det viktigt för dig      om du inte är anhörig spelar det ingen roll
4207,75.0,1,wow  hårdhandskarna på  hur kommer vänstern reagera på detta    stäng gränserna  rensa i träsket och kör ut samtliga som inte kan uppge korrekt identitet  vid osäkerhet  internera på obestämd tid på ödslig ort  hur svårt kan det vara    sannolikheten för att liknande dåd kommer inträffa är väl stora i andra städer nu  stockholm är ju på tå så att säga  göteborg misstänker jag kan bli nästa scen  jävla politiker som strösslar inavlade idioter över oss
4208,35.0,0,nejdå  det innebär helt enkelt att personen är allvarligt skadad  men att situationen för närvarande är under kontroll  får vård på intensivvårdsavdelning eller och har lyckosamt opererats   men att tillståndet eventuellt också snabbt kan försämras
4209,48.0,1,ja faktiskt    typ som en asylsökande som fått avslag  inte olikt den som fick spel när tre polis tjejer försökte hämta en för några dagar sedan        men som sagt    allt är ju inte på plats ännu          edit   det är alldeles för få allahu akbars och för lite jungfrur
4210,,1,men är du trög eller verkar du trög förstår du inte hur jag menar att fråga på ett snällt sätt Allt döda går inte ihop menade jag men det kanske du trodde förstog
4211,20.0,1,undviker bilderna  råkade se ett par  men vilka är de omkomna  har det framgått    utrota all jävla relligion  f ö
4212,,1,nä vi kan ha honom levande veta om allt om medskyldiga kontakter när idioter skjuter informatören sen vi fått det kan du få flå honom nu för min del
4213,,1,är han en welcomed refugee igen
4214,,1,måtte sveriges rättsväsende lösa det här fort så att inte övriga länder får skratta samt peka finger på oss länge nog men med ygeman eliasson och svetsaridioten som främsta språkrör så ska nog detta barka åt helvete precis för hela sverige hur fan kan man be mannen på bilden att t ringa in till polisen varenda helg parodi
4215,60.0,1,kroknäsa med skägg  helt klart islamistisk extremism som drabbat sverige  och att utrikesministern för några veckor sedan hade mage att skönmåla och ge en korrekt bild av verkligheten av sverige till donald trump är närmast en skymf till generationerna som byggt upp detta land     see what happens in sweden  jo  tjena  här ser ni   fy f n säger jag bara
4216,5.0,0,gör dom till en länk
4217,20.0,0,vad pratar du om  hela kroppen är delad på mitten  ena benet är fullständigt avkapat och ligger en bit ifrån
4218,10.0,0,han har fått advokat johan eriksson som försvarare enl expressen
4219,32.0,0,precis  alla bilder på poliser som brottar ned araber är i dagsläget bara det  poliser som brottar ned araber  det kan vara för ohörsamhet eller vad som helst  sitt ned i båten
4220,20.0,0,frågan jag svarade på var hur tätt med invandrare det är i märsta  inte hur lugnt eller våldsamt det är
4221,,1,jag äcklas av alla er som värderar barnliv högre än vuxenliv hur skall man ens ha dessa små liv som liv varför lägga en så extrem stor vikt vid dem men människor med tankar om historia drömmar är meningslöst borta helt i onödan
4222,,1,det kan väl fortfarande ske en olycka kanske den stackars mannen bara ville hjälpa till för att få ett hem och svt är idioter vill förneka in i det minsta att sverige är allt annat än ett drömland
4225,41.0,0,spekulerar dem inte bara då    på en bild kan man se siffror och bokstäver avkapade i övre kant  jag tycker det ser ut som tiden bilden togs  det skulle i sådana fall kunna vara    är dock spekulation från min sida också
4226,57.0,1,tack o lov att folk la märke till det  tycker ändå att han kom alldelles för långt trots sin låga kompetens att knata in i pendeln när hela sverige är ute efter honom  han trodde väl inte att bilder fanns på honom och därför var relativt lugn  känns inte så genomtänkt med hans flykt så att säga
4228,,1,bra fart på lastbilen kan förstå att bilen klippte många
4229,9.0,0,ähh  folk blir nojiga och uppfattar smällar som skott
4230,37.0,0,ja jag utesluter heller inte att det inte var skottlossning utan det kan mycket väl ha varit något som bara kunde uppfattas så  jag har också lite svårt att se motiv till en skottlossning i det läget
4231,11.0,0,man gripen i märsta   tar på sig dådet   källa  expressen flash
4232,,1,redan 1981 fördömde muslimerna detta varför just muslimerna håller dem skitnödiga
4233,30.0,0,hallå  det är  som har dött  var av en är ebba  hur stor är chansen att någon av de andra offrena hade blå jacka  lila byxor och en blå ryggsäck
4234,41.0,0,hunden kan nog vara riktig  men den andra är nog photoshoppad  det ser ganska rent ut kring den kroppen  eller hur  jmfr med hur en mma ring kan se ut efter en rond där någon fått ett litet jack i ögonbrynet
4235,,1,det ska bli intressant att veta hur mycket mark de två har lyckats casha ut under sin vistelse i sverige någon glad hatpredikant som tar dem lär också dyka upp
4236,19.0,0,många säger att han lämnade nycklarna i bilen så dom han gick in i hytten och bara körde iväg
4237,14.0,0,rustam är inte mgm    mgm har initialerna ra    edit  okej  båda har initialerna ra
4238,26.0,0,att han är papperslös motsägs av andra uppgifter som påstår att han är folkbokförd i en stockholmsförort  det är inte möjligt för papperslösa att blir folkbokförda
4239,,1,klantigt egentligen om han ville många skulle dö att göra där utmed en gågate där folk bara skulle springa kring i affärer och ta skydd
4240,49.0,0,personen måste ju känna till drottninggatans struktur  okej han körde in i lejon och plantering men det är bänkar och annat längs hela vägen till åhlens mestadels i mitten  syns ju att han delvis zick zackat sig fram    lägger migranter märke till sånt så snabbt  definitivt inget impulsgöra iaf
4241,29.0,0,jag vet att nic jobbar där och allt du skriver är sanning  o nej jag känner inte dig eller syster     så dina uppgifter i tråden bör folk ta seriöst
4242,,1,vilka är dårarna som tror att färgen på en jacka identifierar en människa fast läkare och polis har sagt att inga av passagerarna är barn och svaret förefaller självklart att en elvaårig flicka inte kan misstas för att vara vuxen så lägg ner era dum kopplingar där för att jackfärgen möjligen kan likna varann
4243,34.0,0,just detta finner jag konstigt  om han nu snurrat runt i lokaltrafiken blodig  har verkligen ingen reagerat    han kan lika gärna varit kvar  misstagits för ett offer och körts till sjukhus med de andra
4244,,1,är du då lastbilar har tändning innan du startar själv så låter jag ju den stå med tändningen igång ett litet tag fortsätt att låta system starta sedan startar din lastbilen vill du ha riktiga bevis googla på tändningsenhet till en scania snälla tänk lite innan du skriver
4245,7.0,0,spara allt där media talar om  olycka
4246,90.0,0,för mig är det viktigare att få reda på vem offren är så man kan sörja dem   svårt att sörja eller visa känslor när allt man vet hittills är ett dödstal  man har inget namn  bild ingenting att relatera till  lika svårt är det att sörja de tusentals barn som dör varenda dag av hunger av samma anledning  man vet inget om dem     det var inte ens jag som började det hela kring teresa   någon annan länkande bilden och då är det väl klart att man vill få det bekräftat
4247,6.0,0,det raderas mycket i all media
